parent_asin,rating,Y_low_rating,title,review_text,price,delta_cosine,delta_euclidean,P_rank,delta_x_price_rank,review_sentiment_diff,review_neg_word_count,review_pos_word_count,review_exclamation_count,review_word_count,review_upper_ratio,title_word_count,delta_x_review_length,delta_x_negation,log_review_length,img_kb_diff,img_kb_ratio
B083FH55R8,5.0,0,MILAKOO Black Leather Collar for Women Gothic Punk PU Leather Choker Necklace,"Love the collar. I used for a Halloween costume, and looked amazing. The quality was good. Overall great product at an affordable price",11.99,0.5568426251411438,16.13936424255371,0.2419943250912039,0.1347527552530453,3.0,0.0,3.0,0.0,23.0,0.037037037037037,12,12.807380378246307,0.0,3.1780538303479458,-11.86328125,0.9037431460175588
B08DK17FQ7,1.0,1,Heat Wave Visual Lazer Face Kids Sunglasses,I bought these for my five year old but they were to small luckily I have a two year old that they fit…they were super cute but the frame is flexible but not the lens and he broke them the first day he wore them. I don’t recommend them.,35.0,0.406951904296875,14.04376220703125,0.828131333603567,0.3370096232178823,0.0,1.0,1.0,0.0,49.0,0.0127118644067796,7,19.940643310546875,0.406951904296875,3.912023005428146,-45.5078125,0.3844040211891835
B0BDZM5SG2,4.0,0,Funny Mens Sweatpants 80s 90s Casual Costumes Clothes Mens Joggers with Pockets,"The fabric is a little sheer if you stretch them out and the legs are oddly long when compared to the waist ratio. I liked that there's a lot of room in the groin area, where pants seem to always split on my husband. The pattern is bold and bright. Decent pair of sweatpants.",27.88,0.3563944697380066,12.960278511047363,0.7283137413862991,0.2595669896642737,0.0,0.0,0.0,0.0,54.0,0.0145454545454545,12,19.24530136585236,0.0,4.007333185232471,-32.9580078125,0.7290151113680525
B08BC6YF2M,5.0,0,S925 Sterling Silver Love Heart Animal Pendant Necklace Ring (Duck),This was a perfect gift that we got for my daughter for her 18th birthday. She loves ducks! It was perfect!,25.99,0.315277099609375,12.614107131958008,0.7025739764896636,0.2215054855686863,1.0,0.0,1.0,2.0,21.0,0.02803738317757,10,6.620819091796875,0.0,3.091042453358316,-185.044921875,0.3149680596076049
B09MG63YLY,5.0,0,Crep Protect Cure Shoe Cleaning Travel Kit,Simple instructions. Works like a charm.,18.0,0.5339345037937164,15.291069984436035,0.4844953384677746,0.2586887781351599,0.0,0.0,0.0,0.0,6.0,0.05,7,3.2036070227622986,0.0,1.9459101490553128,-77.2333984375,0.4938496787241123
B0BXSRTH13,5.0,0,LTGEM Case for Walker's Razor Slim Ear Muffs - Hard Storage Travel Protective Carrying Bag,Perfect case for my Walkors Razor Ear Protector. Fit just right. Strong construction in the outside and soft in the inside. The zipper looks durable. Included a little strap.,14.99,0.2472849488258361,11.086304664611816,0.3810295905958654,0.0942228828116278,1.0,0.0,1.0,0.0,29.0,0.0517241379310344,15,7.171263515949247,0.0,3.4011973816621555,27.044921875,1.2233873504714736
B07BQQHXHH,5.0,0,SA106 Runway Fashion Metal Bridge Trim Oversized Cat Eye Sunglasses,"These sunglasses are super cute, although I wish they were a tad bigger width wise. They are very sturdy, not your average cheapie glasses that feel like they will break. They are very comfortable on. The lenses are gradient and aren't overly dark, but they have enough tint for my light sensitive eyes. Good deal for the price, look more expensive than they are and are similar to Quay or Wildfox. Highly recommend.",9.95,0.3032655715942383,12.109923362731934,0.1288001621402513,0.0390606547928938,0.0,1.0,1.0,0.0,73.0,0.0216346153846153,10,22.138386726379395,0.3032655715942383,4.30406509320417,-76.740234375,0.3984521522126874
B09QFJGKM5,5.0,0,Copper Fit Energy Unisex Easy-On/Easy-Off Knee High Compression Socks,"Great fit, Better Price, than the hospital issued compression socks.",11.88,0.2450039982795715,10.870089530944824,0.2125050668828536,0.0520645910409669,1.0,0.0,1.0,0.0,10.0,0.0441176470588235,9,2.450039982795715,0.0,2.3978952727983707,-70.1953125,0.6272963429620296
B0BKR299HS,5.0,0,"Olivia Welles Diana Statement Earrings for Women, Elegant Jewel Rhinestone Earrings, Stunning Rectangular Crystal Drop Earrings Encrusted with Plated Gunmetal - 1 1/4 Inch x 3/4 Inch","I was pleasantly surprised by the quality of these earrings. They are heavier than I thought, but it's the quality of the clasp that surprised me. It works smoothly and closes tightly. It's fashion jewelry, but it's also quality. If you like the style, you can't go wrong with these Olivia Welles earrings.",19.2,0.5388364493846893,17.15446662902832,0.523104985812728,0.2818680332107586,1.0,0.0,1.0,0.0,53.0,0.0261437908496732,27,28.55833181738853,0.0,3.9889840465642745,-174.4033203125,0.2345223399513081
B00A71O6LQ,5.0,0,"iGlove Unisex Touch Screen Knit Glove Hand Warm for IPhone IPad Blackberry Samsung HTC and Other Smartphones PDA, One Size","These gloves are awesome! First of all they come in the cutest packaging. It looks like a small milk carton. This would make the perfect stocking stuffer or grab bag item as they are unisex and stretchy to fit most hands.<br />This is not your typical inexpensive glove that you can buy at target for a couple of dollars. These gloves are tightly knit and feel much more expensive. They are extremely comfortable. The touch screen ability works perfectly. I was even able to do small tasks, like ordering product from amazon. :) This is a must have for winter as it gets freezing, but I never put down my phone!!<br />I received these gloves at a promotional discount in order to share my experience and honest opinion!",7.99,0.3325420022010803,12.369000434875488,0.0727604377786785,0.0241959016599488,-1.0,2.0,1.0,4.0,128.0,0.0169252468265162,20,42.56537628173828,0.6650840044021606,4.859812404361672,-26.6455078125,0.7191225216693089
B08HR91M53,5.0,0,"Turtle Fur Kids Chelonia 150 Classic Fleece Neck Warmer, Ages 3-6",Perfect fit. Warm and soft! Did the job!,16.0,0.5104995965957642,17.22532081604004,0.4292663153627888,0.2191402808248537,1.0,0.0,1.0,2.0,8.0,0.075,11,4.083996772766113,0.0,2.19722457733622,-107.640625,0.4170232346578798
B0BPD736FH,5.0,0,KMM Men's Merino Wool Cushion Low Cut Socks Light Cooling Quarter Anti Blisters for Outdoor Hiking Hike Cycling Trail Running,"I'm digging these socks.  They were very comfortable putting them on the first time, and I think they will wash well.  (I'll update if they don't.) Good material, and quality construction.  As I've run around in them today doing house chores, I can already tell they're nicely moisture wicking.  They will work well in the summer.<br /><br />I would recommend.",25.99,0.381635844707489,13.772656440734863,0.7025739764896636,0.2681274129871323,2.0,0.0,2.0,0.0,59.0,0.0285714285714285,20,22.51651483774185,0.0,4.0943445622221,129.0283203125,1.7267681712670109
B07MLLFQ33,5.0,0,"homEdge Heavy Duty Key Chain with Bottle Opener, 2 Pack Car Key Chains with 2 Metal Key Rings Carabiner Keychians-(Gun/Golden+Silver/Gun)",Works well for me i don't use many keys so these are great comes with a bottle opener so thats also a plus,8.99,0.2289446592330932,11.195199966430664,0.1023510336441021,0.0234327225198038,1.0,0.0,1.0,0.0,23.0,0.0094339622641509,20,5.265727162361144,0.0,3.1780538303479458,-197.205078125,0.3085451706568783
B09MJTRDCW,1.0,1,ALWAYS Women's Fleece Jogger Pants - Buttery Soft Warm Cozy Casual Sweatpants with Pockets,"I purchased an XXL however, these are about a US size Medium. These advertised they are fleece lined and they are not. There is no fleece inside. The photo shown in the advertisement did not have these huge square pockets on the front. Which I didn’t really care for at all. I am stuck with them because I don’t live anywhere near a drop off site to return them.. also, they are extremely thin, not as described",21.95,0.3406074047088623,13.331801414489746,0.6040737738143495,0.2057520003515938,-3.0,3.0,0.0,0.0,77.0,0.0340632603406326,14,26.2267701625824,1.021822214126587,4.356708826689592,-32.6953125,0.6232487481010521
B08QYWDJXB,5.0,0,20mm 21mm Curved End Rubber Watchband w/Buckle fit for Rolex Sports Models,"Purchased on a punt since the price was really good for a blue curved end rubber/silicone strap. My Omega 300m smp Chrono is 200gms on the OEM bracelet and I needed to find a way to lighten it. Tried this on and surprisingly, it fit brilliantly. Now watch weighs less than 129gms and looks and feels great (even able to sleep with it on!) Love it! Nice blue color too!",19.99,0.3538851141929626,12.881146430969238,0.5587758411025537,0.1977424523368459,3.0,0.0,3.0,3.0,70.0,0.0326086956521739,12,24.77195799350738,0.0,4.262679877041316,-83.4384765625,0.2638902051330651
B07PTR4KR9,5.0,0,Paxuan Women Rhinestone Crystal Wedding Bridal Choker Necklace Earrings Bracelet Jewelry Sets,"EDIT: 11/12/2021<br />The seller was amazing and replied very quickly to my message. They have sent me the missing items!<br />I have updated my review to 5 stars not only for a beautiful product but for the seller's professionalism and their timely response and resolution.<br /><br />INITIAL REVIEW:<br />I'm not quite sure what happened but I ordered the set with the choker, earrings and bracelet and only received the choker. While it is beautiful and very sparkly, I unfortunately cannot give this 5 stars until the full order has been delivered. I have messaged the seller and pending their response, I will keep this review as is until I hear back 😕",18.99,0.4003076553344726,13.270312309265137,0.5078029995946494,0.2032774281395462,1.0,1.0,2.0,1.0,111.0,0.0427215189873417,12,44.43414974212646,0.4003076553344726,4.718498871295094,-16.9326171875,0.9389697471005438
B095CCPK65,5.0,0,SATINIOR 4 Pieces Basic Crop Tank Tops Sleeveless Racerback Sport Cotton Tank Tops for Women,"They just perfect, Nice material soft and perfect fit I order a small I’m 130 lb, and it fits so good",20.99,0.3599517941474914,13.916053771972656,0.588265099310904,0.2117470779313121,2.0,0.0,2.0,0.0,21.0,0.0396039603960396,15,7.55898767709732,0.0,3.091042453358316,-102.693359375,0.3737240188196057
B0BSFMWGP8,5.0,0,UEEKOOK Women's Casual Draped Cardigan Sweater Cozy Soft Long Sleeve Open Front Oversized Ribbed Knit Blazer Tunic,"I really love this sweater! It's soft and thick, a perfect cardigan to wear in the fall over sleeveless shirt. It lands below the butt so great with leggings too. Is it the highest quality sweater that won't easily snag? Not sure. But for the price I would happily grab it in other colors and hedge my bets!",13.99,0.3211729526519775,12.76579475402832,0.3364410214835833,0.1080557562631298,3.0,1.0,4.0,2.0,58.0,0.022801302931596,17,18.628031253814694,0.3211729526519775,4.07753744390572,-83.1552734375,0.69537795585447
B07CKRF1F5,3.0,1,IDOXE Halloween Black Masquerade Masks Cool Men Adult Kids Fighter Half Face Venetian Mask for Zorro Masquerade Ball Party (Black Fabric),"It's Halloween season, so of course everything costume-related is going up. This mask is just a cheap plastic mask, not particularly well-made, and not special in any way. I paid too much money for it because I needed it to be here on time.<br /><br />The fit is fine, except the eye holes are small and will have to be adjusted. The mask will have to be trimmed and shaped to fit my needs. I knew all this, so it's no surprise. The price is kind of crazy, since it is just a cheap mask, but I know that happens close to Halloween: in fact, pieces will only get more expensive.<br /><br />The thing that irritated me most was the packaging. I bought a Halloween costume and got a side of grammatically incorrect preaching. That's irritating. If you want to use your business to promote your religion, say so, and I'll shop elsewhere. Getting offensive, pushy religious messaging as a surprise is annoying.",11.99,0.5769465565681458,16.326786041259766,0.2419943250912039,0.1396177925704025,-3.0,3.0,0.0,0.0,161.0,0.0203389830508474,21,92.88839560747148,1.7308396697044373,5.087596335232384,-52.4248046875,0.6856359835331183
B0BQCKH2LC,5.0,0,Owl Womens Mens Vintage Two-Tone Sunglasses Mirror and Smoke Lens Colorful Frames,Great!,3.99,0.4625599384307861,14.19375991821289,0.0079043372517227,0.003656229752493,0.0,0.0,0.0,1.0,1.0,0.1666666666666666,12,0.4625599384307861,0.0,0.6931471805599453,-32.8173828125,0.5700211118930331
B09F6Z6YSV,4.0,0,Tylity Kids Adult Costume Cosplay Jacket Gloves Hat Sets for Trainer Halloween shirt,"I give this 4 stars liberally just based on how much my kid likes it. Everything is exactly how he imagined. Now, the gloves were too long but easily fixable to cut back the finger length. The other issue is the stitching on the hat. It wasn’t great and I imagine it will need to be redone on my end pretty quickly. The quality wasn’t great but for the price I expected it. You get what you pay for and in that aspect it’s exactly what I thought it would be. If you want amazing quality I would maybe pass but fora kid to play with its fine.<br /><br />Image of glove is on my adult lady hand.",23.99,0.4827871918678283,14.608437538146973,0.6580867450344549,0.317715851640624,3.0,0.0,3.0,0.0,117.0,0.0222984562607204,13,56.48610144853591,0.0,4.770684624465665,-31.05078125,0.6651537011489411
B0BZ7YYLCT,5.0,0,hotoo Bead Leather Bracelet Stackable Wrap Bracelets Boho Women Teen Girls Cuff Chunky Jewelry Gifts for Her Christmas Holiday Summer,Super cute and well made.,14.99,0.2632895708084106,11.715715408325195,0.3810295905958654,0.1003211173732898,0.0,0.0,0.0,0.0,5.0,0.04,20,1.316447854042053,0.0,1.791759469228055,129.251953125,2.2120218679316124
B078YX6JGP,4.0,0,Anxiety Essential Oil Diffuser Aromatherapy Bracelet Warp Jewelry Birthday Gifts for Women Kids Regalos para Mujer Hypoallergenic with Adjustable Rose Gold Black 12 Felt Pad,"Actually love it, the rose gold is beautiful and the quality of the metal seems good. The band is terrible. It's long and wraps around the wrist before buckling, a double loop type arrangement. The face rubbed off the finish in just a few hours of wear. Don't double wrap it, just trim it off. I'm going to get a better band since I really do like the color and design.",9.99,0.2747692465782165,11.241694450378418,0.1621402513173895,0.0445511546944818,3.0,0.0,3.0,0.0,71.0,0.018970189701897,25,19.50861650705337,0.0,4.276666119016055,89.033203125,1.5715700779898187
B00W48XSBE,5.0,0,Bloodlust FX Fangs 2.0 Vampire Teeth Dental Veneers,"It took me a while to get it right since this is my first set but once I did, they fit great! I talk weird so I'll have to work on the fit some more, but it looks so so good",33.82,0.4311119318008423,15.184404373168944,0.8127280097284151,0.3503767423026707,0.0,0.0,0.0,1.0,41.0,0.0231213872832369,8,17.675589203834534,0.0,3.737669618283368,-39.2685546875,0.3997820700361226
B0821XTG2B,5.0,0,"Fantasy Slayer Samurai Sword Metal Katana. Dull Edge Blade. for Collections, Gifts, Cosplay (Black-85)","Purchased this after looking around the internet for a sword that most reminded me of the one Tanjiro carries. I felt this one most closely resembled his and wasn't too overpriced. After receiving it, I'll say I'm definitely not disappointed with the purchase.<br /><br />Note* The display stand in the photo is not included.",46.99,0.2314066886901855,11.28654956817627,0.8861978111066072,0.2050721009926704,-2.0,2.0,0.0,0.0,53.0,0.0253968253968253,14,12.26455450057983,0.462813377380371,3.9889840465642745,-904.0400390625,0.0435761404668798
B09TXZHKLG,5.0,0,Casio F91W-1 Classic Resin Strap Digital Sport Watch,Thin and beautiful. LCD lies very close to the cover glass (or is it plastic?). This gives much clean view of the time. It is so thin that it goes underneath the sleeve well.<br /><br />2 negatives<br />1. Way to small for a man. It’s cute and clean but really tiny. It causes squinting.<br /><br />2. Very Light indeed. But the strap does not bend around the wrist so you are always conscious of the fact that there is something on your wrist. Beats the purpose of being a light watch. This will bother you. I guess I can change the strap but not for now.,19.99,0.4282529354095459,13.992807388305664,0.5587758411025537,0.2392973941881066,-1.0,1.0,0.0,0.0,104.0,0.0301318267419962,8,44.53830528259277,0.4282529354095459,4.653960350157523,60.4921875,1.5086424213560186
B099QXLSP2,3.0,1,2PCS King and Queen Face Mask Couple Mask Reusable Washable Balaclavas with 4 Filters,They are nice but I didn’t notice the s on queens when I purchased … would look beautiful if the S was not there !,14.99,0.1940743327140808,10.5480375289917,0.3810295905958654,0.0739480635392119,1.0,1.0,2.0,1.0,25.0,0.0350877192982456,14,4.85185831785202,0.1940743327140808,3.258096538021482,-16.9287109375,0.869918882210366
B09X7B3D6F,5.0,0,Idakekiy Key Chain Zinc Alloy with 2 Key Rings Premium Car Business keychain for Men and Women,I love the packaging that it came in. It’s easy to hold and looks very sleek. I can easily separate just the car keys for service,8.99,0.3625918626785278,12.838695526123049,0.1023510336441021,0.0371116519360876,1.0,0.0,1.0,0.0,26.0,0.0232558139534883,17,9.427388429641722,0.0,3.295836866004329,-141.1923828125,0.3301659516507139
B09TXZHKLG,5.0,0,Casio F91W-1 Classic Resin Strap Digital Sport Watch,Thin and beautiful. LCD lies very close to the cover glass (or is it plastic?). This gives much clean view of the time. It is so thin that it goes underneath the sleeve well.<br /><br />2 negatives<br />1. Way to small for a man. It’s cute and clean but really tiny. It causes squinting.<br /><br />2. Very Light indeed. But the strap does not bend around the wrist so you are always conscious of the fact that there is something on your wrist. Beats the purpose of being a light watch. This will bother you. I guess I can change the strap but not for now.,19.99,0.4282529354095459,13.992807388305664,0.5587758411025537,0.2392973941881066,-1.0,1.0,0.0,0.0,104.0,0.0301318267419962,8,44.53830528259277,0.4282529354095459,4.653960350157523,60.4921875,1.5086424213560186
B09TYPQCHB,5.0,0,Wicked Costumes Adult Texan Cowboy Hat Fancy Dress Party Accessory,Any time a product helps me look better i like it.,11.8,0.389433741569519,13.473714828491213,0.2105796513984596,0.0820068215425071,0.0,0.0,0.0,0.0,11.0,0.02,10,4.283771157264709,0.0,2.4849066497880004,44.0732421875,1.9710185464090535
B01CHGHFJS,5.0,0,Joeoy Women's Sexy Sheer Eyelash Lace Spaghetti Strap Crop Top Cami Bra,"This looks exactly like the picture! It fits perfectly and looks amazing. I do wish that it covered the nipples better, because you definitely need to wear nipple covers under it (which is why they specify sheer in the title!) But it’s definitely worth the price!",18.99,0.2557843327522278,11.281546592712402,0.5078029995946494,0.1298880514208971,0.0,0.0,0.0,3.0,46.0,0.0152091254752851,12,11.766079306602478,0.0,3.8501476017100575,4.44921875,1.0304045486699678
B0BX614MKW,4.0,0,Scyakg Gifts for Grandma - Triple Protection Natural Stone Grandma Gifts Bracelet - Birthday Gifts for Grandma - Unique Christmas Thanksgiving Grandma Bracelet,"As a grandma to 6 beautiful grandchildren, I cannot imagine any grandmother who would not be thrilled with any gift a grandchild gives her!  That being said. I think this bracelet is a lovely and touching gift. It comes with a nice card explaining the attributes of the bracelet and of a grandmother. I found it comfortable to wear and it is adjustable. This bracelet is a unique and thoughtful gift for a grandmother.",29.99,0.3163844347000122,12.375182151794434,0.7717875962707742,0.2441815823546101,2.0,1.0,3.0,1.0,74.0,0.0167464114832535,23,23.412448167800903,0.3163844347000122,4.31748811353631,82.1298828125,2.1186767581372457
B098P16P2T,5.0,0,"5x Black Cotton Cloth Face Mask - Washable, Reusable, Adjustable Masks - Filter Pocket (20 Filters) - Soft Inner Lining",Great masks but unfortunately returning due to two masks not having the little circles to adjust the mask to the face (making them fall of the ears).,10.99,0.3306739330291748,12.935476303100586,0.1981151195784353,0.0655115057835464,0.0,1.0,1.0,0.0,27.0,0.0067114093959731,20,8.92819619178772,0.3306739330291748,3.332204510175204,110.7744140625,2.030347345856193
B00XEVJ51C,1.0,1,SA106 Anti Glare Polarized Womens Rhinestone Oval Rectangular Designer Sunglasses,"Like other customers, they arrived in pieces; the arm was not attached.  Should I be grateful the screw was still in the package?  AFTER I located a screwdriver small enough to insert the screw and tighten the arm on, they were a tight fit, and feel awkward on the face.  Other than that, they seem average.  Pros: they are really cute, I like the &#34;wrap around&#34; style. The brown polarized lenses seem to be very clear.",12.95,0.4003351926803589,13.38667106628418,0.2718889339278476,0.1088467087516622,-1.0,1.0,0.0,0.0,76.0,0.0311004784688995,10,30.425474643707275,0.4003351926803589,4.343805421853684,44.81640625,4.2904567290456725
B079QJ8MXP,4.0,0,CellDesigns Gaming Souvenir Collection (Gravity Falls Journal 3-Necklace),The 2 prices of the book will not stay together.  I'm going to have to glue it together so my grandchild will not loose part of it. But she does love it.,7.99,0.2408598661422729,10.548577308654783,0.0727604377786785,0.0175250693038256,0.0,1.0,1.0,0.0,32.0,0.0196078431372549,8,7.707515716552733,0.2408598661422729,3.49650756146648,-205.5498046875,0.2573224045643958
B0BVMLJTFS,3.0,1,Aoxjox Women's High Waist Workout Gym Vital Seamless Leggings Yoga Pants,"So, I bought these leggings in both a M and a L. I pulled the M out and they looked TINY. I tried both on and they are both tight but the L seems to give off more camel toe than the M. Which is strange. I like the M but there are a couple downsides. The leggings are not full length. More like 7/8. Also I wanted to give them the go round at the gym before I reviewed. They aren’t really sweat proof. I mean it wasn’t awful, but I stopped at less than 2 miles and I usually go 3.5 because I didn’t want it to get worse. More like a darker tinge on the crotch sweat regions. I also bought the shorts. I’m not sure if I’m going to keep them yet because the M is way to tight around the legs and I’m scared the L will have the weird crotch fit. So, I’m in between on these leggings.",26.99,0.2943434715270996,11.640473365783691,0.7213214430482368,0.212316257633755,-1.0,1.0,0.0,0.0,164.0,0.0449293966623876,11,48.272329330444336,0.2943434715270996,5.10594547390058,-43.4677734375,0.6898231383534724
